Date,Make,Color,Amount.Due,Violation,Location,Meter,Officer.Comment,SanitizedLocation,lat,lon
6/23/08,FORD,BLU,0.00,TIME LIMIT ZONE,FAIRMOUNT BLVD- 15TH AVE AND 1,NA,CHALM MARK STILL VISIBLE,FAIRMOUNT 15TH,44.0432919,-123.0631632
6/23/08,HOND,BLK,0.00,TIME LIMIT ZONE,20TH AVE HILYARD ST ALDE,NA,NO PERMIT VISIBLECHALK MARK STILL VI,20TH HILYARD,44.04473,-123.081623
6/23/08,HOND,GRN,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-10,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/23/08,MERC,WHT,0.00,STORAGE OF VEHICLE ON,2506POTTER ST,NA,CHALK MARK STILL VISIBLE ROLLEDCITIZ,,,
6/23/08,BMW,BLU,50.00,STORAGE OF VEHICLE ON,4460MILL ST,NA,CHALK MARK STILL VISIBLECITIZEN COMP,,,
6/23/08,JEEP,BLK,0.00,TIME LIMIT ZONE,UNIVERSITY ST 18TH AVE 1,NA,NO PERMIT VISIBLECHALK MARK STILL VI,UNIVERSITY 18TH,44.0448302,-123.0726055
6/23/08,NISS,WHT,0.00,TIME LIMIT ZONE,18TH AVE ONYX ST UNIVERS,NA,2HRCHALK MARK STILL VISIBLE,18TH ONYX,44.040736,-123.090565
6/23/08,NISS,GRY,0.00,TIME LIMIT ZONE,19TH AVE ONYX ST EMERALD,NA,NO PERMIT VISIBLECHALK MARK STILL VI,19TH ONYX,44.0389094,-123.073056
6/23/08,NISS,WHT,0.00,RESTRICTED BY SIGN,EMERALD ST 3500,NA,CITIZEN COMPLAINTNO PARKING,EMERALD 3500,44.0192005,-123.0726466
6/23/08,NISS,GRY,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLE1HR,17TH ALDER,44.0413005,-123.0802387
6/23/08,PLYM,WHT,24.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-68,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/23/08,CHEV,RED,0.00,METER VIOLATION,5TH - PEARL TO HIGH,17-9,NO TIME ON METER,5TH PEARL,44.0540221,-123.0885444
6/23/08,SUBA,GLD,0.00,TIME LIMIT ZONE,UNIVERSITY ST - 19TH TO 18TH,NA,NO PERMIT VISIBLE,UNIVERSITY -,44.0448302,-123.0726055
6/23/08,HOND,BLK,0.00,TIME LIMIT ZONE,ONYX ST 19TH AVE 20TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI,ONYX 19TH,44.0389094,-123.073056
6/23/08,FORD,RED,0.00,TIME LIMIT ZONE,KINCAID ST 20TH AVE 19TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,,,
6/23/08,VOLK,GRN,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,239-6,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/23/08,TOYT,BLU,0.00,WRONG SIDE PARKING,15TH AVE KINCAID ST ALDE,NA,MUST PARK WITH FLOW OF TRAFFIC,15TH KINCAID,44.04411040000001,-123.0789666
6/23/08,HOND,GRY,0.00,YELLOW ZONE,14TH AVE HILYARD ST ALDE,NA,ALL IN YELLOW,14TH HILYARD,44.04473,-123.081623
6/23/08,JEEP,WHT,0.00,RESTRICTED BY SIGN,15TH AVE ALDER ST KINCAI,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,15TH ALDER,44.043633,-123.084421
6/23/08,FORD,WHT,0.00,TIME LIMIT ZONE,KINCAID ST 18TH AVE 19TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,KINCAID 18TH,44.039405,-123.079017
6/23/08,CHRY,GRY,0.00,TIME LIMIT ZONE,KINCAID ST 18TH AVE 19TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,KINCAID 18TH,44.039405,-123.079017
6/23/08,MAZD,RED,24.00,TIME LIMIT ZONE,POTTER ST 18TH AVE 19TH,NA,7-6CHALK MARK STILL VISIBLE,POTTER 18TH,44.028251,-123.103116
6/23/08,FORD,RED,0.00,TIME LIMIT ZONE,KINCAID ST 20TH AVE 19TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,,,
6/23/08,ACUR,GRY,0.00,TIME LIMIT ZONE,20TH AVE HARRIS ST KINCA,NA,NO PERMIT VISIBLECHALK MARK STILL VI,20TH HARRIS,44.0378307,-123.0777123
6/23/08,NISS,WHT,24.00,TIME LIMIT ZONE,18TH AVE ONYX ST UNIVERS,NA,NO PERMIT VISIBLECHALK MARK STILL VI,18TH ONYX,44.040736,-123.090565
6/23/08,JAGU,GRY,0.00,FRONT OF DRIVEWAY,UNIVERSITY ST 19TH AVE 2,NA,CITIZEN COMPLAINTBLOCKING,UNIVERSITY 19TH,44.0448302,-123.0726055
6/23/08,MAZD,RED,24.00,TIME LIMIT ZONE,POTTER ST 18TH AVE 19TH,NA,2HRCHALK MARK STILL VISIBLE,POTTER 18TH,44.028251,-123.103116
6/23/08,TOYT,WHT,0.00,TIME LIMIT ZONE,20TH AVE KINCAID ST HARR,NA,NO PERMIT VISIBLECHALK MARK STILL VI,,,
6/23/08,TOYT,RED,0.00,TIME LIMIT ZONE,13TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLE,13TH ALDER,44.0456069,-123.079995
6/23/08,SUBA,GRY,0.00,TIME LIMIT ZONE,POTTER ST 18TH AVE 19TH,NA,7-6CHALK MARK STILL VISIBLE,POTTER 18TH,44.028251,-123.103116
6/23/08,DODG,BLU,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-53,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/23/08,TOYT,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-66,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/23/08,STRN,GRY,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLE1HR,17TH ALDER,44.0413005,-123.0802387
6/23/08,PORS,GRY,0.00,METER VIOLATION,ALDER ST 12TH AVE 11TH A,209 51,NO TIME ON METER,ALDER 12TH,44.04646169999999,-123.0798634
6/23/08,FORD,GRY,24.00,METER VIOLATION,ALDER ST 12TH AVE 11TH A,209 48,NO TIME ON METER,ALDER 12TH,44.04646169999999,-123.0798634
6/23/08,STRN,BLK,0.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,214 48,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/23/08,FORD,BLK,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214 25,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/23/08,INFI,WHT,0.00,METER VIOLATION,ALDER ST 11TH AVE BROADW,205 24,NO TIME ON METER,ALDER 11TH,44.04741689999999,-123.0797508
6/23/08,GMC,WHT,0.00,METER VIOLATION,ALDER ST 12TH AVE 11TH A,209 49,NO TIME ON METER,ALDER 12TH,44.04646169999999,-123.0798634
6/23/08,OLDS,BLU,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214 16,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/23/08,CHEV,GRN,0.00,METER VIOLATION,KINCAID ST 11TH AVE END,205 12,NO TIME ON METER,KINCAID 11TH,44.04411040000001,-123.0789666
6/23/08,TOYT,GRY,24.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,13547,NO TIME ON METER,5TH LAWRENCE,44.0510462,-123.0983383
6/23/08,CHEV,BEI,24.00,TIME LIMIT ZONE,LAWRENCE ST BROADWAY ST,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/23/08,TOYT,BLU,0.00,TIME LIMIT ZONE,10TH AVE LINCOLN ST LAWR,NA,CHALK MARK STILL VISIBLE,10TH LINCOLN,44.0743617,-123.1069716
6/23/08,CHEV,BLU,24.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,11355,NO TIME ON METER,5TH LAWRENCE,44.0510462,-123.0983383
6/23/08,VOLK,GRN,0.00,TIME LIMIT ZONE,LAWRENCE ST 10TH AVE BRO,NA,VEH MUST LEAVE BLKCHALK MARK STILL V,LAWRENCE 10TH,44.0486331,-123.1000552
6/23/08,MG,BLU,24.00,METER VIOLATION,SOUTH PARK-1E,43-69,NO TIME ON METER,,,
6/23/08,LINC,BEI,24.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,40-4,NO TIME ON METER,8TH CHARNELTON,44.05118239999999,-123.0963337
6/23/08,VOLV,BEI,0.00,METER VIOLATION,8TH AVE LINCOLN ST CHARN,39-8,NO TIME ON METER,8TH LINCOLN,44.05118239999999,-123.0963337
6/23/08,MAZD,BLK,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,31-46,NO TIME ON METER,CHARNELTON 8TH,44.05118239999999,-123.0963337
6/23/08,ACUR,GRY,0.00,TIME LIMIT ZONE,MILL ST 13TH AVE 12TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 13TH,44.04454339999999,-123.0738902
6/23/08,SUBA,RED,0.00,TIME LIMIT ZONE,MILL ST 12TH AVE 13TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/23/08,MAZD,WHT,24.00,TIME LIMIT ZONE,MILL ST 12TH AVE 13TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/23/08,CHEV,GRY,0.00,TIME LIMIT ZONE,MILL ST 11TH AVE 12TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 11TH,44.04454339999999,-123.0738902
6/23/08,4,GRY,0.00,TIME LIMIT ZONE,MILL ST 16TH AVE 17TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 16TH,44.0520691,-123.0867536
6/23/08,NISS,GRN,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 10TH,59-18,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/23/08,HOND,SIL,0.00,METER VIOLATION,WILLAMETTE 13TH AVE 11TH,79-20,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/23/08,HOND,SIL,0.00,METER VIOLATION,WILLAMETTE 13TH AVE 11TH,79-22,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/23/08,TOYT,BLU,0.00,TIME LIMIT ZONE,MILL ST 11TH AVE 12TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 11TH,44.04454339999999,-123.0738902
6/23/08,CHEV,TAN,0.00,METER VIOLATION,BROADWAY ST OLIVE ST WIL,41-21,NO TIME ON METER,BROADWAY OLIVE,44.0497313,-123.0944583
6/23/08,CHEV,BLU,0.00,FAILURE TO PAY FINES A,W/S LAWRENCE - 8TH TO BRDWY,NA,NA,W/S -,44.0520691,-123.0867536
6/23/08,CHEV,BLK,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 4,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/23/08,VOLK,GRY,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209 42,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/23/08,HOND,BLU,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 7,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/23/08,CHEV,RED,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214 17,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/23/08,MAZD,BLU,0.00,METER VIOLATION,13TH AVE MOSS ST AGATE S,235 4,NO TIME ON METER,13TH MOSS,44.04159629999999,-123.0660206
6/23/08,TOYT,GRY,0.00,TIME LIMIT ZONE,19TH AVE COLUMBIA ST MOS,NA,CHALK MARK STILL VISIBLE,19TH COLUMBIA,44.0389087,-123.0680628
6/23/08,CHEV,WHT,0.00,TIME LIMIT ZONE,VILLARD ST 17TH AVE 15TH,NA,CHALK MARK STILL VISIBLE,VILLARD 17TH,44.0410988,-123.064789
6/23/08,HYUN,RED,0.00,METER VIOLATION,S/S 5TH - WILLAMETTE TO OAK,15-5,NO TIME ON METER,S/S -,44.0520691,-123.0867536
6/23/08,HYUN,RED,0.00,LEVEL 2,S/S 5TH - WILLAMETTE TO OAK,NA,NA,S/S -,44.0520691,-123.0867536
6/23/08,SUBA,WHT,0.00,METER VIOLATION,PATTERSON ST 13TH AVE 12,212 52,NO TIME ON METER,PATTERSON 13TH,44.04515199999999,-123.0834043
6/23/08,TOYT,WHT,0.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,213 21,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/23/08,TOYT,BLU,12.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 11,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/23/08,VOLV,MAR,0.00,METER VIOLATION,KINCAID ST 11TH AVE 12TH,209 25,NO TIME ON METER,KINCAID 11TH,44.04411040000001,-123.0789666
6/23/08,FORD,RED,0.00,METER VIOLATION,KINCAID ST 11TH AVE 12TH,209 20,NO TIME ON METER,KINCAID 11TH,44.04411040000001,-123.0789666
6/23/08,HOND,RED,0.00,METER VIOLATION,KINCAID ST 11TH AVE END,205 15,NO TIME ON METER,KINCAID 11TH,44.04411040000001,-123.0789666
6/23/08,MITS,WHT,24.00,METER VIOLATION,13TH AVE MOSS ST AGATE S,234 3,NO TIME ON METER,13TH MOSS,44.04159629999999,-123.0660206
6/23/08,CHEV,BLU,0.00,METER VIOLATION,13TH AVE MOSS ST AGATE S,234 10,NO TIME ON METER,13TH MOSS,44.04159629999999,-123.0660206
6/23/08,CHEV,WHT,12.00,METER VIOLATION,13TH AVE AGATE ST MOSS S,222 54,NO TIME ON METER,13TH AGATE,44.0448302,-123.0726055
6/23/08,FORD,MAR,0.00,METER VIOLATION,ALDER ST 11TH AVE BROADW,205 21,NO TIME ON METER,ALDER 11TH,44.04741689999999,-123.0797508
6/23/08,HOND,WHT,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214 25,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/23/08,HOND,GRY,0.00,TIME LIMIT ZONE,COLUMBIA ST 17TH AVE 19T,NA,CHALK MARK STILL VISIBLE,COLUMBIA 17TH,44.04111049999999,-123.0680264
6/23/08,CHEV,BLU,0.00,TIME LIMIT ZONE,17TH AVE COLUMBIA ST MOS,NA,CHALK MARK STILL VISIBLE,17TH COLUMBIA,44.0945889,-123.0971691
6/23/08,VOLK,YEL,0.00,TIME LIMIT ZONE,15TH AVE MOSS ST VILLARD,NA,CHALK MARK STILL VISIBLE,15TH MOSS,44.04159629999999,-123.0660206
6/23/08,JEEP,RED,0.00,TIME LIMIT ZONE,VILLARD ST 15TH AVE FRAN,NA,CHALK MARK STILL VISIBLE,VILLARD 15TH,44.0432966,-123.0648021
6/23/08,HOND,RED,0.00,TIME LIMIT ZONE,VILLARD ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLE,VILLARD 15TH,44.0432966,-123.0648021
6/23/08,HOND,GRY,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 3,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/23/08,DODG,GRY,0.00,METER VIOLATION,KINCAID ST 11TH AVE 12TH,209 17,NO TIME ON METER,KINCAID 11TH,44.04411040000001,-123.0789666
6/23/08,HOND,WHT,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209 36,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/23/08,JEEP,GRY,0.00,METER VIOLATION,KINCAID ST 11TH AVE END,205 12,NO TIME ON METER,KINCAID 11TH,44.04411040000001,-123.0789666
6/23/08,CHEV,WHT,0.00,METER VIOLATION,13TH AVE END MOSS ST,235 11,NO TIME ON METER,13TH END,44.0449627,-123.088935
6/23/08,CADI,WHT,0.00,METER VIOLATION,13TH AVE AGATE ST MOSS S,222 41,NO TIME ON METER,13TH AGATE,44.0448302,-123.0726055
6/23/08,CHEV,GRN,0.00,RESTRICTED BY SIGN,WILLAMETTE 5TH AVE END,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,WILLAMETTE AVE,44.0211181,-123.0919185
6/23/08,VOLK,BLK,0.00,RESTRICTED BY SIGN,CHARNELTON ST 5TH AVE 4T,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,CHARNELTON 5TH,44.0540221,-123.0885444
6/23/08,HOND,BLK,0.00,METER VIOLATION,8TH AVE LINCOLN ST CHARN,30-33,NO TIME ON METER,8TH LINCOLN,44.05118239999999,-123.0963337
6/23/08,DODG,WHT,0.00,EXCEEDING THE TIME LIM,5TH AVE OLIVE ST CHARNEL,13-5,NO TIME ON METER@ 2HR.,5TH OLIVE,44.0468219,-123.0929691
6/23/08,FORD,WHT,0.00,METER VIOLATION,8TH AVE WEST PARK-8 OAK,42-10,NO TIME ON METER,8TH WEST,44.0501653,-123.1176429
6/23/08,FORD,BLU,0.00,METER VIOLATION,WEST PARK-8,42-87,NO TIME ON METER,,,
6/23/08,HOND,BLK,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST C,39-31,NO TIME ON METER,BROADWAY LINCOLN,44.0496592,-123.0960881
6/23/08,FORD,GRY,0.00,TIME LIMIT ZONE,FERRY ST 17TH AVE 18TH A,NA,CHALK MARK STILL VISIBLEB PERMIT ONL,FERRY 17TH,44.0427438,-123.0856268
6/23/08,BUIC,WHT,0.00,TIME LIMIT ZONE,FERRY ST 12TH AVE 11TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 12TH,44.0484612,-123.0855373
6/23/08,VOLK,GRN,0.00,TIME LIMIT ZONE,12TH AVE FERRY ST MILL S,NA,CHALK MARK STILL VISIBLENO PERMIT VI,12TH FERRY,44.0484612,-123.0855373
6/23/08,TOYT,GRN,0.00,TIME LIMIT ZONE,14TH AVE MILL ST HIGH ST,NA,CHALK MARK STILL VISIBLENO PERMIT VI,14TH MILL,44.0452933,-123.084937
6/23/08,TOYT,GRY,24.00,TIME LIMIT ZONE,MILL ST 16TH AVE 15TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 16TH,44.0520691,-123.0867536
6/23/08,CADI,BEI,24.00,TIME LIMIT ZONE,FERRY ST 18TH AVE 17TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 18TH,44.0452933,-123.084937
6/23/08,CHEV,WHT,0.00,TIME LIMIT ZONE,12TH AVE HIGH ST PEARL S,NA,CHALK MARK STILL VISIBLE,12TH HIGH,44.0463507,-123.117082
6/23/08,PONT,GRN,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 13TH,80-55,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/23/08,MAZD,BLK,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 13TH,80-57,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/23/08,SUBA,GRN,0.00,TIME LIMIT ZONE,FERRY ST 13TH AVE 14TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 13TH,44.0452933,-123.084937
6/23/08,TOYT,GRY,12.00,TIME LIMIT ZONE,FERRY ST 11TH AVE 12TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 11TH,44.0452933,-123.084937
6/23/08,TOYT,WHT,0.00,METER VIOLATION,13TH AVE MOSS ST AGATE S,234 2,NO TIME ON METER,13TH MOSS,44.04159629999999,-123.0660206
6/23/08,SCIN,GRN,0.00,METER VIOLATION,13TH AVE MOSS ST AGATE S,234 13,NO TIME ON METER,13TH MOSS,44.04159629999999,-123.0660206
6/23/08,TOYT,MAR,0.00,METER VIOLATION,13TH AVE AGATE ST MOSS S,222 55,NO TIME ON METER,13TH AGATE,44.0448302,-123.0726055
6/23/08,HOND,GRY,0.00,TIME LIMIT ZONE,17TH AVE COLUMBIA ST MOS,NA,CHALK MARK STILL VISIBLE,17TH COLUMBIA,44.0945889,-123.0971691
6/23/08,MAZD,GRY,0.00,TIME LIMIT ZONE,ORCHARD ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLE,ORCHARD 15TH,44.043107,-123.0627
6/23/08,DODG,YEL,0.00,METER VIOLATION,13TH AVE AGATE ST MOSS S,222 50,NO TIME ON METER,13TH AGATE,44.0448302,-123.0726055
6/23/08,TOYT,GRY,0.00,METER VIOLATION,13TH AVE AGATE ST MOSS S,222 52,NO TIME ON METER,13TH AGATE,44.0448302,-123.0726055
6/23/08,FORD,GRN,0.00,METER VIOLATION,CHARNELTON ST 5TH AVE 6T,13-53,NO TIME ON METER,CHARNELTON 5TH,44.0540221,-123.0885444
6/23/08,DODG,WHT,0.00,METER VIOLATION,5TH AVE OLIVE ST CHARNEL,13-5,NO TIME ON METER,5TH OLIVE,44.0468219,-123.0929691
6/23/08,TOYT,RED,0.00,METER VIOLATION,5TH AVE OAK ST WILLAMETT,15-3,NO TIME ON METER,5TH OAK,44.043993,-123.091648
6/23/08,MAZD,WHT,0.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17-5,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/23/08,NISS,RED,24.00,METER VIOLATION,HIGH ST 6TH AVE 5TH AVE,17-19,NO TIME ON METER,HIGH 6TH,44.0530736,-123.096141
6/23/08,PLYM,BLU,24.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-34,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/23/08,FORD,BLU,24.00,TIME LIMIT ZONE,FERRY ST 15TH AVE 16TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 15TH,44.0452933,-123.084937
6/23/08,VOLV,GRN,0.00,TIME LIMIT ZONE,FERRY ST 14TH AVE 15TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 14TH,44.0452933,-123.084937
6/23/08,BUIC,MAR,0.00,TIME LIMIT ZONE,FERRY ST 13TH AVE 14TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 13TH,44.0452933,-123.084937
6/23/08,CHEV,WHT,0.00,TIME LIMIT ZONE,FERRY ST 12TH AVE 13TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 12TH,44.0484612,-123.0855373
6/23/08,MERC,SIL,24.00,TIME LIMIT ZONE,16TH AVE OAK ST PEARL ST,NA,CHALK MARK STILL VISIBLE,16TH OAK,44.043993,-123.091648
6/23/08,VOLK,SIL,24.00,TIME LIMIT ZONE,MILL ST 18TH AVE 17TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 18TH,44.0452933,-123.084937
6/23/08,SAAB,BLK,0.00,TIME LIMIT ZONE,16TH AVE HIGH ST MILL ST,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/23/08,HOND,GRY,24.00,TIME LIMIT ZONE,16TH AVE MILL ST HIGH ST,NA,CHALK MARK STILL VISIBLENO PERMIT VI,16TH MILL,44.0520691,-123.0867536
6/23/08,MAZD,WHT,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 13TH,70-51,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/23/08,MAZD,SIL,24.00,METER VIOLATION,WILLAMETTE 11TH AVE 13TH,70-52,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/23/08,CHEV,RED,0.00,METER VIOLATION,BROADWAY ST OAK ST WILLA,51-36,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/23/08,SUBA,WHT,0.00,TIME LIMIT ZONE,FERRY ST 14TH AVE 15TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 14TH,44.0452933,-123.084937
6/23/08,BMW,BLK,0.00,METER VIOLATION,S/S 5TH - PEARL TO HIGH,17-10,NO TIME ON METER,S/S -,44.0520691,-123.0867536
6/23/08,TOYT,RED,0.00,RESTRICTED BY SIGN,LOT 07 - EUGEHNE AIRPORT,NA,UNATTENDED VEHICLE,LOT -,44.0738645,-123.1453971
6/23/08,NISS,GRY,0.00,RESTRICTED BY SIGN,MADISON - WEST 4TH ALLEY,NA,"PARKED IN ""NO PARKING"" SPACE",MADISON WEST,44.0389522,-123.1026788
6/23/08,SUBA,GLD,0.00,TIME LIMIT ZONE,UNIVERSITY ST - 19TH TO 18TH,NA,NO PERMIT VISIBLE,UNIVERSITY -,44.0448302,-123.0726055
6/23/08,VOLV,GRY,0.00,STORAGE OF VEHICLE ON,1270ACORN PARK,NA,CHALK MARK STILL VISIBLECITIZEN COMP,,,
6/23/08,STRN,GRY,0.00,TIME LIMIT ZONE,ONYX ST 21ST AVE 20TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI,ONYX 21ST,44.0396406,-123.0734279
6/23/08,TOYT,WHT,0.00,TIME LIMIT ZONE,POTTER ST 19TH AVE 20TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,POTTER 19TH,44.0396102,-123.0757823
6/23/08,HOND,RED,0.00,RESTRICTED BY SIGN,15TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,15TH KINCAID,44.04411040000001,-123.0789666
6/23/08,VOLV,GRY,0.00,WRONG SIDE PARKING,15TH AVE ALDER ST HILYAR,NA,MUST PARK WITH FLOW OF TRAFFIC,15TH ALDER,44.043633,-123.084421
6/23/08,SUBA,BLU,0.00,TIME LIMIT ZONE,KINCAID ST 19TH AVE 20TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,KINCAID 19TH,44.0392942,-123.0700585
6/23/08,TOYT,WHT,0.00,TIME LIMIT ZONE,UNIVERSITY ST 18TH AVE 1,NA,NO PERMIT VISIBLECHALK MARK STILL VI,UNIVERSITY 18TH,44.0448302,-123.0726055
6/23/08,SUZU,GRN,0.00,METER VIOLATION,13TH AVE ALDER ST HILYAR,225-7,NO TIME ON METER,13TH ALDER,44.0456069,-123.079995
6/23/08,CHRY,GRY,0.00,TIME LIMIT ZONE,KINCAID ST 18TH AVE 19TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,KINCAID 18TH,44.039405,-123.079017
6/23/08,OLDS,RED,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-20,NO TIME ON METER,KINCAID 14TH,44.04411040000001,-123.0789666
6/23/08,TOYT,RED,0.00,TIME LIMIT ZONE,13TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLE,13TH ALDER,44.0456069,-123.079995
6/23/08,STRN,GRN,0.00,HANDICAP,FRED MEYER - 60 DIVISION AVE,NA,NO VISIBLE PERMIT,FRED -,44.0494677,-123.1429946
6/23/08,CHEV,BLU,0.00,TIME LIMIT ZONE,W/S LAWRENCE - 8TH TO BRDWY,NA,CHALK MARK STILL VISIBLE,W/S -,44.0520691,-123.0867536
6/23/08,HOND,GRY,0.00,METER VIOLATION,12TH AVE ADAMS ST KINCAI,209 34,NO TIME ON METER,,,
6/23/08,AUDI,GRY,0.00,METER VIOLATION,KINCAID ST 11TH AVE 12TH,209 21,NO TIME ON METER,KINCAID 11TH,44.04411040000001,-123.0789666
6/23/08,TOYT,GRY,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214 19,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/23/08,NISS,MAR,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214 22,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/23/08,SCIN,BLK,0.00,METER VIOLATION,13TH AVE MOSS ST AGATE S,234 13,NO TIME ON METER,13TH MOSS,44.04159629999999,-123.0660206
